behavior,crossing_ids,crossing_pedestrian_v,crossing_pedestrian_x,crossing_pedestrian_y,crossing_pedestrian_yaw,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,perc_count,perc_full,perc_near_x,t
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.0779514e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.4:-25.6:6.0:6.0:0.05:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.74
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,9.83830091e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.4:-25.6:6.0:6.0:0.05:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.76
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,8.19684119e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.4:-25.6:6.0:6.0:0.05:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.780000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,8.19684119e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.4:-25.6:6.0:6.0:0.05:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.8
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,-1.83466396e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.4:-25.6:6.0:6.0:0.05:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.82
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,-1.83466396e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.5:-25.6:6.0:6.0:0.09:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.84
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,2.13557181e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.5:-25.6:6.0:6.0:0.09:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.860000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,7.91265688e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.5:-25.6:6.0:6.0:0.09:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.88
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,7.91265688e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.5:-25.6:6.0:6.0:0.09:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.9
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,-5.72915706e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.03:0;3:40.9:-44.6:0.3:0.1:0.02:0;4:43.5:-25.6:6.0:6.0:0.09:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.92
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.18432128e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.02:0;3:40.9:-44.6:0.3:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.04:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.940000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,8.67153361e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.02:0;3:40.9:-44.6:0.3:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.04:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.96
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,8.67153361e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.02:0;3:40.9:-44.6:0.3:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.04:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,9.98
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.37007366e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.02:0;3:40.9:-44.6:0.3:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.04:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.001000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.37007366e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.02:0;3:40.9:-44.6:0.3:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.04:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.020000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.13038332e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.04:0;2:21.1:-55.5:0.2:0.2:0.02:0;3:40.9:-44.6:0.3:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.04:0;5:21.1:-44.5:0.2:0.2:0.02:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.040000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.13038332e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.03:0;2:21.1:-55.5:0.3:0.2:0.02:0;3:40.9:-44.6:0.2:0.2:0.03:0;4:43.5:-25.6:6.0:6.0:0.01:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.06
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,9.43613914e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.03:0;2:21.1:-55.5:0.3:0.2:0.02:0;3:40.9:-44.6:0.2:0.2:0.03:0;4:43.5:-25.6:6.0:6.0:0.01:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.081000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,9.43613914e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.03:0;2:21.1:-55.5:0.3:0.2:0.02:0;3:40.9:-44.6:0.2:0.2:0.03:0;4:43.5:-25.6:6.0:6.0:0.01:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.100000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,7.26935685e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.03:0;2:21.1:-55.5:0.3:0.2:0.02:0;3:40.9:-44.6:0.2:0.2:0.03:0;4:43.5:-25.6:6.0:6.0:0.01:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.120000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,4.060827e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.03:0;2:21.1:-55.5:0.3:0.1:0.04:0;3:40.9:-44.6:0.2:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.01:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.14
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,3.07614359e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.3:0.1:0.03:0;2:21.1:-55.5:0.3:0.1:0.04:0;3:40.9:-44.6:0.2:0.2:0.02:0;4:43.5:-25.6:6.0:6.0:0.01:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.01:4;7:22.7:-6.6:6.0:0.1:0.01:4,nan,10.16
